video_id,start_gap,end_gap,duration
5365899352667901031,397.440,400.680,3.240
5365899352667901031,684.880,688.480,3.600
5365899352667901031,932.800,934.440,1.640
5365899352667901031,2711.960,2727.840,15.880
5244545481216124785,1360.360,1365.840,5.480
5294309549287947552,939.840,941.160,1.320
6143345985830576070,176.240,177.520,1.280
6143345985830576070,1332.440,1336.680,4.240
5664648687855316647,107.320,129.880,22.560
5664648687855316647,1118.280,1130.920,12.640
5664648687855316647,1196.040,1204.800,8.760
5664648687855316647,1226.720,1246.480,19.760
5664648687855316647,1609.560,1616.800,7.240
5664648687855316647,2069.200,2074.720,5.520
5664648687855316647,2249.960,2252.760,2.800
5664648687855316647,2359.880,2363.080,3.200
5664648687855316647,2531.680,2541.560,9.880
5664648687855316647,2925.760,2948.840,23.080
5664648687855316647,3046.120,3055.360,9.240
5664648687855316647,3306.280,3308.440,2.160
5703061158190159056,60.120,76.120,16.000
6288413230700153981,1796.960,1799.440,2.480
6288413230700153981,2095.840,2097.320,1.480
6288413230700153981,2584.680,2589.560,4.880
6288413230700153981,3335.640,3337.160,1.520
5509480968366640616,227.280,236.840,9.560
5509480968366640616,580.760,583.000,2.240
5366300073128872231,557.320,563.480,6.160
5366300073128872231,2955.520,2959.320,3.800
6360894669290718096,137.680,157.280,19.600
5620447031916296500,459.000,461.160,2.160
5620447031916296500,1126.760,1143.160,16.400
5620447031916296500,1233.240,1245.320,12.080
5620447031916296500,1502.280,1512.160,9.880
5620447031916296500,2322.280,2324.600,2.320
5620447031916296500,2386.440,2391.920,5.480
5620447031916296500,3072.880,3078.600,5.720
5620447031916296500,3348.520,3355.400,6.880
5242317681679687839,1758.320,1760.360,2.040
6283223192219663497,109.840,114.840,5.000
6283223192219663497,1497.640,1501.160,3.520
6564705470395762128,1676.480,1683.160,6.680
6337500841422877275,3443.960,3460.080,16.120
5095742903272365200,538.240,544.120,5.880
5095742903272365200,1677.720,1691.880,14.160
5095742903272365200,1920.360,1933.320,12.960
5095742903272365200,2540.960,2555.000,14.040
5990853171969306172,558.520,572.520,14.000
5855186751521340069,340.400,344.600,4.200
5664622918039279616,183.760,185.400,1.640
5664622918039279616,227.560,250.880,23.320
5664622918039279616,1222.680,1228.360,5.680
5664622918039279616,2574.560,2578.040,3.480
5664622918039279616,2928.360,2942.840,14.480
5405635101600305035,1362.160,1372.720,10.560
5405635101600305035,2682.240,2690.920,8.680
5163311328773035032,2182.240,2195.040,12.800
6371571099011957375,1464.640,1465.840,1.200
6371571099011957375,2452.680,2453.920,1.240
5700646526737756614,92.800,95.520,2.720
5917807374675973414,770.800,778.760,7.960
5917807374675973414,1622.720,1626.720,4.000
5223769865411899831,1759.400,1766.680,7.280
5223769865411899831,1930.720,1933.240,2.520
5223769865411899831,2060.320,2068.480,8.160
6010590264681275644,3529.240,3541.240,12.000
5530273334543293625,1443.120,1444.520,1.400
5530273334543293625,1615.600,1622.920,7.320
5530273334543293625,2242.840,2249.920,7.080
5754406202885067941,107.520,110.960,3.440
5754406202885067941,1366.760,1368.640,1.880
5754406202885067941,2706.800,2707.880,1.080
5754406202885067941,2941.120,2955.920,14.800
5754406202885067941,3335.560,3339.880,4.320
5754406202885067941,3442.440,3453.920,11.480
5425651796683301487,179.240,192.600,13.360
5586742705557663546,394.960,398.360,3.400
5586742705557663546,1177.280,1187.760,10.480
5586742705557663546,1355.200,1357.600,2.400
5696906039719669132,2502.080,2513.000,10.920
5340418170727414711,462.480,469.920,7.440
6264317175679416463,2688.200,2690.320,2.120
5540494927244277120,48.600,51.000,2.400
5161808949212892589,967.040,969.400,2.360
5292064999379057426,27.360,33.520,6.160
5292064999379057426,1344.880,1346.840,1.960
5292064999379057426,1603.120,1604.120,1.000
5413456237058577938,3153.080,3155.400,2.320
5597980917017596772,401.240,431.160,29.920
5883668827123727989,747.440,756.680,9.240
5883668827123727989,1894.280,1902.520,8.240
6204564731663981510,2019.200,2024.880,5.680
5640872178389140987,230.320,236.160,5.840
5640872178389140987,284.240,285.520,1.280
5640872178389140987,647.800,650.960,3.160
5640872178389140987,1205.120,1215.520,10.400
5640872178389140987,1564.280,1567.320,3.040
5640872178389140987,2303.760,2306.400,2.640
5640872178389140987,3007.400,3010.520,3.120
5834618582616548379,1480.800,1488.040,7.240
5887762360453559158,2333.120,2351.040,17.920
5887762360453559158,2654.120,2681.040,26.920
6129252480128642705,103.680,116.360,12.680
6129252480128642705,1223.320,1240.200,16.880
6129252480128642705,3354.120,3358.720,4.600
6129252480128642705,3582.040,3592.280,10.240
6167484561010697800,725.080,728.320,3.240
6167484561010697800,842.520,848.160,5.640
5353626483619572865,2772.880,2776.960,4.080
5353626483619572865,2919.720,2925.560,5.840
5353626483619572865,3357.600,3360.240,2.640
5771124363092790020,1387.520,1392.960,5.440
6140377304435580330,187.200,188.200,1.000
5294323723510261601,902.840,907.840,5.000
6160383691580213959,398.520,421.560,23.040
6160383691580213959,2057.840,2059.000,1.160
6160383691580213959,2136.240,2143.840,7.600
6036929581120726283,636.200,637.240,1.040
5348839743398392894,2985.640,2989.400,3.760
5646426859593060981,905.360,908.520,3.160
5446450605310928788,159.680,161.080,1.400
5291727414949591706,1705.560,1733.200,27.640
5633423416607680342,2071.560,2073.000,1.440
5649783376534886418,392.200,395.760,3.560
5739957073907865244,1013.840,1016.120,2.280
5739957073907865244,2247.960,2250.440,2.480
5739957073907865244,2418.280,2421.240,2.960
5739957073907865244,2518.400,2519.600,1.200
5739957073907865244,3227.600,3232.440,4.840
5631200771031997981,363.480,369.800,6.320
5631200771031997981,3404.560,3424.680,20.120
5705287669236405824,72.560,74.480,1.920
6285815634479531152,3531.600,3546.840,15.240
5207824800155698336,785.160,796.640,11.480
5207824800155698336,1206.600,1211.880,5.280
5207824800155698336,1270.320,1274.640,4.320
5207824800155698336,1678.960,1694.440,15.480
5207824800155698336,1741.640,1758.520,16.880
5207824800155698336,2365.640,2367.080,1.440
5207824800155698336,2718.800,2732.320,13.520
5207824800155698336,2953.840,2958.640,4.800
5207824800155698336,3132.920,3134.680,1.760
5548272254023874959,870.280,878.440,8.160
5548272254023874959,1224.880,1241.520,16.640
5548272254023874959,1286.680,1295.680,9.000
6104878111227116590,1729.760,1740.080,10.320
5142915818404712489,2124.680,2128.320,3.640
5142915818404712489,2215.680,2216.680,1.000
5142915818404712489,2728.680,2739.680,11.000
6375260046405661459,399.760,410.200,10.440
6375260046405661459,468.400,471.480,3.080
6375260046405661459,709.680,715.000,5.320
6375260046405661459,812.920,816.080,3.160
6375260046405661459,898.120,903.720,5.600
6375260046405661459,932.200,936.440,4.240
6375260046405661459,1250.760,1251.920,1.160
6375260046405661459,1311.960,1314.080,2.120
6375260046405661459,1364.480,1371.840,7.360
6375260046405661459,1434.600,1437.480,2.880
6375260046405661459,1550.800,1553.040,2.240
6375260046405661459,1587.640,1598.680,11.040
6375260046405661459,1733.120,1739.800,6.680
6375260046405661459,1821.400,1823.360,1.960
6375260046405661459,1887.240,1889.360,2.120
6375260046405661459,1943.160,1945.160,2.000
6375260046405661459,1968.680,1976.640,7.960
6375260046405661459,2452.280,2461.840,9.560
6375260046405661459,2710.840,2726.960,16.120
6375260046405661459,2943.600,2945.920,2.320
6375260046405661459,3012.080,3014.000,1.920
6375260046405661459,3169.200,3172.720,3.520
6375260046405661459,3225.000,3244.880,19.880
6375260046405661459,3487.040,3501.680,14.640
6375260046405661459,3674.640,3677.440,2.800
6375260046405661459,3746.040,3751.600,5.560
6375260046405661459,3775.760,3784.360,8.600
6375260046405661459,4263.760,4267.280,3.520
6375260046405661459,4328.720,4342.400,13.680
6375260046405661459,4635.640,4640.160,4.520
6375260046405661459,4663.680,4666.160,2.480
6375260046405661459,4690.160,4691.440,1.280
6375260046405661459,4715.440,4739.560,24.120
6375260046405661459,4996.520,4999.440,2.920
6343360894818362746,1021.640,1030.600,8.960
6343360894818362746,2996.880,3002.240,5.360
5231187703428827079,919.760,921.120,1.360
5764853281343989006,820.800,828.200,7.400
5428653978823208336,243.560,246.640,3.080
5428653978823208336,720.400,723.600,3.200
5428653978823208336,1403.800,1407.640,3.840
5376629898960234260,462.640,463.960,1.320
6238721318095730641,132.240,134.280,2.040
6238721318095730641,3322.640,3330.360,7.720
6120464977062046289,1368.720,1369.960,1.240
6120464977062046289,1461.760,1463.840,2.080
5113580761446097542,77.960,81.720,3.760
5113580761446097542,1472.200,1474.240,2.040
5113580761446097542,1597.480,1626.160,28.680
6176333911627381475,1201.240,1202.840,1.600
6176333911627381475,2312.800,2327.160,14.360
6176333911627381475,2966.800,2972.200,5.400
6176333911627381475,3407.640,3409.480,1.840
5439188674640081292,358.440,362.880,4.440
5273536510464108694,31.000,34.280,3.280
5294308261627995957,4093.960,4101.600,7.640
6220140001066210692,2712.520,2721.000,8.480
6096774796450762512,38.080,59.720,21.640
6275816950614433991,2938.880,2942.720,3.840
6275816950614433991,3339.640,3350.400,10.760
6050382707203030577,978.840,980.280,1.440
5405247266053476817,853.560,856.640,3.080
5384828562861767575,655.280,656.960,1.680
5384828562861767575,696.320,697.800,1.480
5384828562861767575,747.440,757.520,10.080
5384828562861767575,1044.960,1056.080,11.120
5384828562861767575,1218.840,1241.880,23.040
5384828562861767575,1831.960,1844.400,12.440
5384828562861767575,2284.920,2292.680,7.760
5384828562861767575,2776.920,2788.760,11.840
6124546913980165885,761.720,766.960,5.240
5535156713189073627,1805.720,1813.600,7.880
5870233739925176055,1084.280,1098.480,14.200
5870233739925176055,1452.920,1457.080,4.160
5870233739925176055,1550.760,1562.720,11.960
5870233739925176055,1671.040,1688.400,17.360
5900642108380793761,157.040,158.600,1.560
5590023201578350783,2425.480,2428.400,2.920
5145870325577423687,1554.560,1557.320,2.760
5447209526862334484,307.360,320.440,13.080
5447209526862334484,979.360,990.720,11.360
5447209526862334484,2637.320,2642.480,5.160
6174128016424155471,1745.480,1751.480,6.000
6023578245784400210,39.160,61.080,21.920
6023578245784400210,3502.440,3519.000,16.560
6268019007991810666,586.200,592.680,6.480
6268019007991810666,2119.200,2143.720,24.520
6089751236435821458,789.120,794.840,5.720
5581521743312640843,584.320,597.120,12.800
6057224590084536212,163.600,166.640,3.040
5637151018723882203,2548.720,2560.280,11.560
5637151018723882203,2701.440,2704.320,2.880
5844055484780294333,215.640,220.160,4.520
5605250578629573780,105.600,110.000,4.400
6103295845275265043,381.760,397.360,15.600
6103295845275265043,1764.560,1766.440,1.880
5618761686782566147,1062.600,1063.600,1.000
6124917999154540353,670.680,675.600,4.920
6124917999154540353,790.720,813.080,22.360
6124917999154540353,1299.760,1312.040,12.280
5925241963065356687,48.760,53.440,4.680
6135182111994337249,1737.240,1739.000,1.760
6135182111994337249,1774.360,1776.400,2.040
6326739371366010856,2370.800,2371.960,1.160
6326739371366010856,2707.080,2709.960,2.880
6278191638053431693,960.600,965.280,4.680
5390143584093591125,1368.080,1380.360,12.280
5290596120563825011,37.520,42.320,4.800
5391892065246550398,3275.680,3276.760,1.080
6069965181071387359,1131.760,1139.440,7.680
6069965181071387359,2423.520,2426.680,3.160
5564241801423864242,41.040,46.680,5.640
6041639012760794212,1535.920,1538.120,2.200
5834033608091805102,486.240,513.440,27.200
5834033608091805102,850.160,856.080,5.920
5834033608091805102,1142.760,1170.960,28.200
5834033608091805102,1337.720,1344.280,6.560
6077772143125303790,1720.480,1721.640,1.160
6366454504455396388,1723.280,1730.360,7.080
6366454504455396388,1752.920,1754.360,1.440
5914360663420931261,2243.760,2246.160,2.400
6657314414221329336,3543.920,3560.840,16.920
5164406545433515606,1069.640,1073.400,3.760
5164406545433515606,1274.240,1279.520,5.280
5943108168044292582,69.640,73.200,3.560
5397829428036548943,153.040,162.400,9.360
6022703360946204635,3325.280,3343.040,17.760
5577062278769199363,682.040,698.320,16.280
5577062278769199363,908.240,914.000,5.760
5577062278769199363,1014.720,1031.000,16.280
5577062278769199363,1720.120,1722.280,2.160
5577062278769199363,2234.240,2237.960,3.720
5577062278769199363,2950.360,2955.240,4.880
5577062278769199363,3156.440,3165.320,8.880
5577062278769199363,3192.840,3208.320,15.480
5887632222944492176,184.880,191.760,6.880
5887632222944492176,2408.600,2421.280,12.680
5887632222944492176,2848.800,2856.640,7.840
6122691488108293049,1070.320,1072.520,2.200
6122691488108293049,1140.080,1149.120,9.040
6122691488108293049,1576.360,1595.400,19.040
5566468312470110905,32.760,41.120,8.360
5566468312470110905,1562.440,1563.840,1.400
6278031865248983915,1915.360,1917.560,2.200
6278031865248983915,2612.680,2614.160,1.480
6112190293048603673,868.840,871.720,2.880
5659453495414074806,188.800,191.800,3.000
5659453495414074806,215.800,220.480,4.680
5659453495414074806,625.320,639.920,14.600
5659453495414074806,863.840,866.920,3.080
5659453495414074806,1394.400,1400.280,5.880
5659453495414074806,1426.360,1434.800,8.440
5659453495414074806,1458.480,1474.240,15.760
5659453495414074806,1626.480,1633.800,7.320
5659453495414074806,1750.320,1764.080,13.760
5659453495414074806,2237.680,2259.000,21.320
5659453495414074806,2331.440,2338.720,7.280
5659453495414074806,2574.440,2577.000,2.560
5659453495414074806,2794.840,2797.120,2.280
5659453495414074806,3130.680,3151.000,20.320
5659453495414074806,3348.440,3357.000,8.560
5097975856769557081,1079.280,1090.960,11.680
5282826525555598693,1229.720,1231.680,1.960
5282826525555598693,2065.200,2071.040,5.840
6291010826920776971,1256.920,1259.280,2.360
6291010826920776971,1512.680,1518.760,6.080
6291010826920776971,3528.320,3540.840,12.520
6073370660661421086,499.440,502.480,3.040
6073370660661421086,1004.920,1007.920,3.000
6073370660661421086,1039.080,1042.760,3.680
5493372264059476923,725.200,732.240,7.040
5493372264059476923,1233.080,1245.680,12.600
5493372264059476923,1307.280,1317.600,10.320
5759659377392935230,483.120,486.200,3.080
5638277159148895671,1191.400,1203.240,11.840
5656836571828385181,1348.720,1350.320,1.600
5656836571828385181,1528.320,1529.400,1.080
5656836571828385181,3311.400,3318.280,6.880
5491333873377793524,71.800,76.400,4.600
5491333873377793524,1777.160,1786.640,9.480
5491333873377793524,1812.560,1821.680,9.120
5491333873377793524,2095.240,2097.760,2.520
5491333873377793524,2817.560,2819.240,1.680
5469805778473108056,408.520,425.320,16.800
5469805778473108056,1179.720,1182.480,2.760
5223388472316014966,234.760,248.640,13.880
5223388472316014966,1732.040,1737.880,5.840
5429144893618383710,497.760,503.720,5.960
5429144893618383710,588.160,594.200,6.040
5429144893618383710,1040.080,1045.680,5.600
6275594041832809590,701.840,717.280,15.440
6275594041832809590,1228.280,1234.280,6.000
5564080740117026710,2620.240,2631.440,11.200
5564080740117026710,2671.800,2678.280,6.480
5900100942526730342,787.360,792.960,5.600
5405982993951281618,3052.840,3059.000,6.160
6076304552800286934,414.640,416.400,1.760
6393097904596244915,149.160,159.000,9.840
6393097904596244915,1755.560,1769.160,13.600
6121578232585169653,115.400,119.480,4.080
6121578232585169653,1596.120,1598.120,2.000
6210527864274592497,160.480,170.800,10.320
6275449730910625891,1849.960,1855.560,5.600
5205569941495115427,1305.560,1311.480,5.920
5205569941495115427,1373.240,1386.280,13.040
5205569941495115427,1480.640,1489.640,9.000
6389762003497440393,106.560,108.200,1.640
6389762003497440393,214.000,227.800,13.800
6389762003497440393,482.920,485.480,2.560
6389762003497440393,595.560,608.600,13.040
6389762003497440393,799.040,803.600,4.560
6389762003497440393,1144.160,1148.240,4.080
6389762003497440393,1210.840,1222.680,11.840
6389762003497440393,1692.560,1695.080,2.520
6389762003497440393,1729.160,1733.960,4.800
6389762003497440393,2583.520,2586.680,3.160
5926591012293029952,284.080,286.680,2.600
5926591012293029952,1908.560,1912.040,3.480
6196757769610066012,2910.720,2928.520,17.800
5147008062414135612,115.480,117.960,2.480
5147008062414135612,229.320,237.400,8.080
5147008062414135612,366.160,368.880,2.720
5147008062414135612,1640.760,1644.200,3.440
6023229064964250575,77.720,80.400,2.680
6165437150125932035,765.760,773.160,7.400
5947893620584452247,55.880,74.280,18.400
5391495210268399962,711.840,722.800,10.960
5391495210268399962,1764.920,1793.160,28.240
5391495210268399962,1996.200,2000.800,4.600
5391495210268399962,2120.560,2144.400,23.840
5391495210268399962,2204.320,2206.200,1.880
5391495210268399962,2334.040,2360.120,26.080
5391495210268399962,2592.000,2612.200,20.200
5391495210268399962,2634.280,2638.720,4.440
5391495210268399962,2749.560,2757.680,8.120
5391495210268399962,2823.520,2831.720,8.200
5391495210268399962,3052.640,3055.880,3.240
5391495210268399962,3497.400,3508.080,10.680
5574460817078009727,794.840,800.920,6.080
5574460817078009727,829.720,835.320,5.600
5574460817078009727,906.480,908.640,2.160
5574460817078009727,1104.680,1109.400,4.720
5574460817078009727,3251.040,3260.200,9.160
5403020755007226923,146.720,154.200,7.480
6134450249550238161,514.480,529.160,14.680
6134450249550238161,762.800,777.280,14.480
6134450249550238161,2894.760,2905.200,10.440
6570465021535491184,2183.000,2185.400,2.400
6115268496109576914,1732.840,1742.760,9.920
6115268496109576914,1769.160,1793.640,24.480
6035711957892310247,3259.640,3264.560,4.920
6035711957892310247,3349.960,3353.120,3.160
6340098437643499518,145.960,155.480,9.520
6251338214007623011,1436.680,1449.400,12.720
5569273355577896187,2464.480,2474.280,9.800
5569273355577896187,3134.640,3135.880,1.240
5213376903549032231,1480.480,1481.920,1.440
5862055692696861187,117.800,132.000,14.200
5647540115116184291,3116.320,3119.920,3.600
6015773860710822678,91.760,94.800,3.040
6052539639758054181,1180.280,1181.600,1.320
5999694791644802333,173.680,178.720,5.040
5999694791644802333,3510.880,3529.960,19.080
6240206947266569588,2379.800,2385.400,5.600
6240206947266569588,2694.120,2695.960,1.840
6240206947266569588,3524.760,3536.120,11.360
5548643339198249401,536.360,538.640,2.280
5548643339198249401,663.520,666.280,2.760
5548643339198249401,1632.960,1644.320,11.360
6023236795905383376,1673.320,1682.960,9.640
5504133734116336199,772.200,788.360,16.160
5504133734116336199,837.440,859.200,21.760
5504133734116336199,977.960,994.360,16.400
6343809289387215149,2470.120,2477.080,6.960
5782079106699028048,1202.920,1205.480,2.560
5782079106699028048,1315.360,1322.320,6.960
5495597486615534647,124.480,126.320,1.840
5495597486615534647,359.040,365.240,6.200
5495597486615534647,390.920,411.040,20.120
5495597486615534647,1178.080,1184.040,5.960
5550885312126761706,1108.480,1110.320,1.840
5550885312126761706,1640.600,1646.480,5.880
6199377270163868815,483.240,486.120,2.880
6199377270163868815,2015.240,2019.880,4.640
6199377270163868815,3462.480,3473.840,11.360
5371455322362010318,1050.440,1059.120,8.680
5713451543072644606,61.280,75.000,13.720
6720375701041581147,1000.000,1022.800,22.800
6038291515250289797,3307.200,3319.560,12.360
6356350164394816474,533.240,536.480,3.240
6356350164394816474,562.080,570.560,8.480
6356350164394816474,877.680,883.680,6.000
6356350164394816474,2393.760,2396.480,2.720
5577076452161277339,3179.640,3180.720,1.080
5589315820464699509,634.360,655.520,21.160
5589315820464699509,964.320,973.960,9.640
5589315820464699509,1031.480,1037.200,5.720
5748468840095064497,2411.440,2417.440,6.000
6154470810103834447,3293.960,3297.120,3.160
6154470810103834447,3417.080,3423.360,6.280
5220817935219567388,2549.040,2575.120,26.080
5220817935219567388,2832.360,2849.880,17.520
5220817935219567388,3059.600,3075.160,15.560
5213740257782274096,1149.000,1150.360,1.360
5228577222306315897,674.920,700.880,25.960
5228577222306315897,728.240,733.760,5.520
5228577222306315897,1402.480,1403.840,1.360
5228577222306315897,1443.520,1446.040,2.520
5228577222306315897,1556.080,1566.080,10.000
5228577222306315897,2652.000,2656.920,4.920
5115052217241708338,226.280,244.480,18.200
5115052217241708338,1194.840,1199.880,5.040
5115052217241708338,2301.800,2305.000,3.200
5115052217241708338,2481.640,2490.520,8.880
5760337123224101769,154.200,159.280,5.080
5760337123224101769,1756.800,1762.680,5.880
6659912010441950233,3536.560,3550.400,13.840
5639757634375825799,2856.680,2858.320,1.640
6026939916707995501,1606.440,1610.280,3.840
5746626299125075054,491.000,495.240,4.240
6353101880628849477,151.360,159.560,8.200
6353101880628849477,3555.000,3569.080,14.080
6132581938793338269,203.880,206.560,2.680
5765912420271047392,48.520,64.120,15.600
6212392309560951427,1908.880,1912.280,3.400
6212392309560951427,2430.560,2440.240,9.680
6212392309560951427,2810.280,2821.040,10.760
6212392309560951427,2896.160,2901.320,5.160
5200749699698810533,1352.960,1356.040,3.080
5218587558702753260,1014.280,1023.040,8.760
5218587558702753260,3035.280,3048.640,13.360
5722903906259094139,1859.480,1869.320,9.840
5722903906259094139,2964.040,2973.640,9.600
5218217762018567610,120.200,122.160,1.960
5218217762018567610,1458.000,1467.240,9.240
5218217762018567610,2160.080,2167.800,7.720
5218217762018567610,2617.120,2637.320,20.200
5087953980081062580,218.640,221.440,2.800
5087953980081062580,250.240,260.800,10.560
5087953980081062580,548.400,558.880,10.480
5087953980081062580,889.640,901.040,11.400
5087953980081062580,1249.600,1258.440,8.840
5087953980081062580,2692.040,2699.560,7.520
5884050220219613019,42.240,60.080,17.840
5884050220219613019,995.160,1003.000,7.840
6254687000025154999,1819.200,1825.440,6.240
6053893842946485773,3290.400,3318.360,27.960
6053893842946485773,3340.600,3349.560,8.960
5607831424477742321,110.440,115.320,4.880
6102739217538930573,691.280,707.880,16.600
6102739217538930573,745.520,753.000,7.480
5103182645622502287,451.520,456.240,4.720
5514700642121472735,3027.800,3034.520,6.720
5465473874491574591,591.040,596.320,5.280
5186265781486497296,2591.240,2592.440,1.200
6293618731062910293,820.640,823.840,3.200
6293618731062910293,1462.160,1468.280,6.120
6293618731062910293,3527.880,3538.440,10.560
6177195911563690266,2315.080,2320.400,5.320
6151879656334156498,190.200,194.320,4.120
6151879656334156498,1945.760,1949.280,3.520
6151879656334156498,2345.480,2352.200,6.720
5550346723194627210,109.240,111.600,2.360
6241062504772985571,404.760,412.120,7.360
5281306106302574913,2202.360,2226.560,24.200
6722223395972320421,181.400,189.600,8.200
6722223395972320421,1466.200,1468.280,2.080
6722223395972320421,2938.240,2939.720,1.480
6722223395972320421,3509.520,3532.480,22.960
6068125217081777516,836.520,837.720,1.200
6068125217081777516,969.520,971.280,1.760
6068125217081777516,1674.320,1677.000,2.680
6226492257697051396,1301.760,1303.560,1.800
6226492257697051396,1411.200,1432.360,21.160
5645540379181770478,382.280,388.040,5.760
6347437677758879992,3239.680,3247.560,7.880
5973360629166107729,2889.920,2893.520,3.600
5472382758850710949,1254.280,1255.440,1.160
5591887646881516523,821.200,824.400,3.200
5591887646881516523,1850.840,1859.800,8.960
5591887646881516523,2931.240,2956.560,25.320
5591887646881516523,3392.960,3407.880,14.920
6016146234375385889,2611.560,2623.920,12.360
6016146234375385889,2646.400,2653.840,7.440
6786626001083320011,855.440,878.080,22.640
6164100985774907995,1139.280,1142.440,3.160
6164100985774907995,1386.120,1395.320,9.200
5993450768189927551,1096.640,1098.680,2.040
6337021523072643645,3292.240,3313.160,20.920
5955558848717630926,1988.920,2010.960,22.040
5955558848717630926,3024.880,3029.400,4.520
5955558848717630926,3273.520,3281.520,8.000
6134795564920836591,1002.320,1004.880,2.560
5626747748939500901,2484.200,2500.560,16.360
6137771977273826231,1535.800,1539.760,3.960
5366409594815891602,214.280,229.120,14.840
5717338917133656923,787.680,799.240,11.560
5717338917133656923,914.720,926.600,11.880
5717338917133656923,2345.320,2356.880,11.560
5717338917133656923,2430.560,2434.000,3.440
5717338917133656923,2574.800,2576.520,1.720
5717338917133656923,2956.720,2967.840,11.120
5717338917133656923,3347.040,3351.200,4.160
6190454475606453625,170.600,190.040,19.440
6190454475606453625,345.280,355.320,10.040
6190454475606453625,679.760,689.560,9.800
6190454475606453625,1238.440,1239.760,1.320
6190454475606453625,1412.760,1419.160,6.400
6190454475606453625,1863.640,1866.360,2.720
6190454475606453625,2020.040,2021.200,1.160
6190454475606453625,2110.600,2114.560,3.960
6190454475606453625,2370.480,2377.320,6.840
6190454475606453625,2668.760,2674.360,5.600
6119722806713297381,93.120,100.160,7.040
6119722806713297381,122.720,137.840,15.120
6119722806713297381,1157.800,1162.200,4.400
6124175828805791414,1034.320,1036.320,2.000
5390044370328080304,1694.880,1699.040,4.160
5525084584552992937,247.680,258.240,10.560
5525084584552992937,1448.560,1463.880,15.320
5525084584552992937,1787.760,1796.680,8.920
5525084584552992937,2813.160,2821.520,8.360
5525084584552992937,2938.800,2941.920,3.120
5145510836814748271,3439.280,3448.080,8.800
5964490662706398808,2447.880,2450.440,2.560
5964490662706398808,2745.360,2769.240,23.880
5964490662706398808,2954.240,2956.640,2.400
5379637235891092182,1322.000,1329.640,7.640
5379637235891092182,2055.280,2062.960,7.680
5379637235891092182,2130.720,2133.400,2.680
5379637235891092182,3083.560,3087.640,4.080
6010126408213381884,1124.000,1126.360,2.360
6010126408213381884,1680.760,1690.840,10.080
5752035380970970304,83.200,87.680,4.480
6010235929879355638,1734.840,1746.840,12.000
6157070983304833059,606.560,614.840,8.280
6157070983304833059,1268.120,1270.840,2.720
6157070983304833059,2966.600,2986.200,19.600
6157070983304833059,3400.320,3413.120,12.800
6238171132793507231,301.560,327.480,25.920
6238171132793507231,756.400,765.040,8.640
5922632770433034564,1648.640,1666.600,17.960
6073691494697398478,1142.160,1150.840,8.680
6073691494697398478,1739.240,1752.720,13.480
6304396951509069501,112.120,124.040,11.920
6157810576673206395,159.920,165.880,5.960
6130002381435360413,1825.680,1827.080,1.400
6130002381435360413,3006.880,3010.480,3.600
5267974098319056777,59.560,60.640,1.080
5093521546186871869,820.240,827.000,6.760
5093521546186871869,1210.560,1215.400,4.840
5093521546186871869,1635.480,1644.680,9.200
5093521546186871869,2281.720,2296.160,14.440
5093521546186871869,2617.640,2636.520,18.880
5093521546186871869,2685.440,2693.400,7.960
5093521546186871869,2844.400,2854.200,9.800
5093521546186871869,2919.400,2922.480,3.080
5108723153434317714,595.280,598.560,3.280
5108723153434317714,3349.120,3351.720,2.600
5108723153434317714,3475.520,3484.320,8.800
5717003909696832354,1163.800,1173.080,9.280
5717003909696832354,2600.920,2603.760,2.840
6020996111446042907,1730.240,1741.160,10.920
6239949249249862299,799.160,800.680,1.520
5897503346306108475,317.600,334.600,17.000
5897503346306108475,781.520,789.840,8.320
6041726630093633186,2616.600,2635.200,18.600
6307442942298523938,3137.360,3159.800,22.440
6307442942298523938,3221.840,3224.840,3.000
6307442942298523938,3408.840,3411.120,2.280
6307442942298523938,3470.240,3473.200,2.960
6272840538278304318,2554.640,2560.200,5.560
5633794501782054777,3458.800,3462.800,4.000
5507473500685706273,532.800,536.120,3.320
5507473500685706273,893.960,897.120,3.160
5507473500685706273,1001.400,1006.320,4.920
6108456248481384731,1536.760,1538.560,1.800
6108456248481384731,2012.320,2025.520,13.200
6366731529845988399,1754.320,1769.680,15.360
6000587715345640783,1744.720,1767.080,22.360
6052236844584714070,664.080,674.000,9.920
5572012685752518117,382.560,388.840,6.280
5572012685752518117,550.440,553.480,3.040
5572012685752518117,827.320,828.360,1.040
5572012685752518117,1011.160,1023.640,12.480
5200775470332796528,294.200,298.000,3.800
5968206668410902037,1833.360,1841.880,8.520
5968206668410902037,1885.280,1887.080,1.800
5968206668410902037,2967.160,2973.440,6.280
5968206668410902037,3001.440,3003.440,2.000
5968206668410902037,3055.280,3060.560,5.280
5247506431669988730,1038.520,1040.880,2.360
5247506431669988730,1129.280,1132.840,3.560
5247506431669988730,2747.400,2769.200,21.800
5625642224357510420,58.680,61.680,3.000
5625642224357510420,87.920,98.400,10.480
5625642224357510420,173.840,177.160,3.320
5625642224357510420,549.640,551.960,2.320
5625642224357510420,1329.600,1350.440,20.840
5625642224357510420,1727.960,1743.400,15.440
5625642224357510420,2359.720,2364.160,4.440
6581585980355030653,192.400,200.480,8.080
6581585980355030653,250.080,251.160,1.080
6581585980355030653,663.000,668.520,5.520
6581585980355030653,2352.120,2371.840,19.720
6581585980355030653,2398.880,2410.720,11.840
